iter	Logloss
195	0.1610110408
196	0.1609001254
197	0.1607390768
198	0.1606342986
199	0.1605506738
200	0.1604509364
201	0.1603634807
202	0.1602742547
203	0.1600210151
204	0.1598863107
205	0.1597270984
206	0.1596680269
207	0.1596156854
208	0.1595779233
209	0.1595112617
210	0.1594249517
211	0.159175181
212	0.1590732371
213	0.1588953354
214	0.1588197184
215	0.1587488073
216	0.1586734769
217	0.1586209615
218	0.1584894646
219	0.1584302203
220	0.1583950804
221	0.1581993012
222	0.1581648783
223	0.1581480666
224	0.158069037
225	0.1579882693
226	0.1578795315
227	0.1578425876
228	0.15769237
229	0.1576236731
230	0.1574839272
231	0.1574341771
232	0.1572691176
233	0.1571773136
234	0.1570548583
235	0.1570186252
236	0.156945988
237	0.1568497973
238	0.1568283897
239	0.156784088
240	0.1567417649
241	0.1566418573
242	0.156527336
243	0.1564944711
244	0.1563326482
245	0.1562229043
246	0.1561605486
247	0.1560919657
248	0.1560156075
249	0.1559593621
250	0.1558870746
251	0.1558218172
252	0.1557416461
253	0.1556879904
254	0.1556570393
255	0.1556038044
256	0.1555961399
257	0.1555451978
258	0.1555083636
259	0.1554971271
260	0.1553721392
261	0.1553435755
262	0.1552397975
263	0.1551563399
264	0.1550046557
265	0.1549100561
266	0.1548419931
267	0.154746317
268	0.1546296427
269	0.1545709251
270	0.1545161813
271	0.1544945237
272	0.1544439432
273	0.1543955131
274	0.1543487398
275	0.1542713296
276	0.1542250972
277	0.1541142879
278	0.1539067721
279	0.1538488743
280	0.1537529678
281	0.1536993113
282	0.1536338443
283	0.1535388475
284	0.1534076327
285	0.1532891699
286	0.153208202
287	0.1531121321
288	0.1529718275
289	0.1528780518
290	0.152815708
291	0.1527731508
292	0.1527077173
293	0.1526259415
294	0.1525629114
295	0.1525093377
296	0.1524990546
297	0.1524225065
298	0.1523182054
299	0.1522382298
300	0.1521635257
301	0.15213333
302	0.1520615265
303	0.1520384293
304	0.1519576093
305	0.1518181705
306	0.1517473434
307	0.1516760723
308	0.1515784808
309	0.1514751633
310	0.1514184252
311	0.1513524514
312	0.1513429874
313	0.1512353023
314	0.1512088241
315	0.1511443028
316	0.1510357887
317	0.1510232956
318	0.1509097624
319	0.1507738966
320	0.1506618057
321	0.1506084351
322	0.1505318411
323	0.1504267551
324	0.1503388046
325	0.1502861918
326	0.1502372825
327	0.1501247393
328	0.1500345346
329	0.1499603464
330	0.1499093122
331	0.1497997792
332	0.1497750426
333	0.1497699706
334	0.1496976318
335	0.1496510356
336	0.1496372413
337	0.1495839775
338	0.1495470746
339	0.1494992115
340	0.1494308583
341	0.1493723465
342	0.1492360687
343	0.1491293435
344	0.1490419585
345	0.1489728397
346	0.148889068
347	0.1488496246
348	0.1487975122
349	0.1487129413
350	0.1486752205
351	0.1485858143
352	0.1484442451
353	0.1483702947
354	0.1483182689
355	0.1482504326
356	0.1481618035
357	0.148142937
358	0.1480972148
359	0.1480418864
360	0.147935613
361	0.147896349
362	0.1478283464
363	0.1477032922
364	0.1476299366
365	0.1475646849
366	0.147538371
367	0.1474594975
368	0.1474128313
369	0.1473627727
370	0.1472955845
371	0.1472092737
372	0.1471513936
373	0.1470807071
374	0.1470122015
375	0.1469120646
376	0.1468696016
377	0.146822032
378	0.1467585431
379	0.146731064
380	0.1466875884
381	0.1466104731
382	0.1465161324
383	0.1464666465
384	0.1464130873
385	0.1463700868
386	0.1462788609
387	0.1461592263
388	0.1460634006
389	0.1460226565
390	0.1459693985
391	0.1459347388
392	0.1459055449
393	0.1458311724
394	0.1457352034
395	0.1456853863
396	0.1456569346
397	0.1456048563
398	0.1455198656
399	0.1454467454
400	0.1453703833
401	0.1453436012
402	0.145313516
403	0.1453125009
404	0.1453072728
405	0.145276209
406	0.145272622
407	0.1452456039
408	0.1452084427
409	0.145167035
410	0.1450821944
411	0.145039311
412	0.1449954166
413	0.1449512243
414	0.1449143042
415	0.1448833348
416	0.1448434794
417	0.1448278213
418	0.1447728467
419	0.1447361402
420	0.1447156163
421	0.1446658411
422	0.1446118412
423	0.1445996932
424	0.1445549317
425	0.1444938948
426	0.1444621667
427	0.144420825
428	0.1444073932
429	0.1443286571
430	0.1443263562
431	0.1442909652
432	0.1441808342
433	0.144017792
434	0.143793232
435	0.1437713519
436	0.1437340986
437	0.1436587675
438	0.1435344618
439	0.143509987
440	0.1433324856
441	0.1432926971
442	0.1432379775
443	0.14311058
444	0.1430625478
445	0.1429983428
446	0.1429518203
447	0.1429149737
448	0.1428631327
449	0.1428041568
450	0.1427546559
451	0.1426802566
452	0.1426088742
453	0.1425191874
454	0.1423423838
455	0.1422980258
456	0.1422552192
457	0.1422181191
458	0.1421403916
459	0.1421170325
460	0.1421044721
461	0.142005765
462	0.1419913652
463	0.1418978942
464	0.1418625729
465	0.1418076032
466	0.1417443847
467	0.1416750282
468	0.1416507771
469	0.1416301734
470	0.1415961827
471	0.1415234362
472	0.1414407884
473	0.1413950288
474	0.141355818
475	0.1412851639
476	0.1411884778
477	0.1411798749
478	0.1411446213
479	0.1410680322
480	0.1409952818
481	0.1409568991
482	0.1408463635
483	0.1407757392
484	0.1407639969
485	0.1407173675
486	0.1406542392
487	0.1405657301
488	0.1405064036
489	0.1404184848
490	0.1403782976
491	0.1403252055
492	0.1403186162
493	0.1402899747
494	0.1402763547
495	0.140254157
496	0.1402189238
497	0.1401673155
498	0.1401194196
499	0.1400348447
500	0.1399343394
501	0.1397602379
502	0.1396299418
503	0.1396070689
504	0.1395629628
505	0.1395180739
506	0.1394789506
507	0.1393796856
508	0.1393181584
509	0.1392906823
510	0.1392668953
511	0.139220675
512	0.1391818065
513	0.139110423
514	0.1390809971
515	0.1390058377
516	0.1389326029
517	0.138898555
518	0.1388368397
519	0.1387630924
520	0.1387153777
521	0.1386294624
522	0.1386020704
523	0.1385953776
524	0.1385687801
525	0.1385420127
526	0.138537674
527	0.1384916488
528	0.1384414466
529	0.138423502
530	0.1384130446
531	0.1383664083
532	0.1383162125
533	0.1382716784
534	0.1381956978
535	0.1381449929
536	0.138097068
537	0.137977905
538	0.1379320161
539	0.1379316171
540	0.1378153026
541	0.1377749569
542	0.137716337
543	0.1376710745
544	0.1375681685
545	0.1375536992
546	0.137525336
547	0.1374627492
548	0.137394244
549	0.1373669695
550	0.1373297074
551	0.1371913939
552	0.1371565072
553	0.1371327066
554	0.1370947414
555	0.1370293448
556	0.136997956
557	0.1369702489
558	0.1368659288
559	0.1368311782
560	0.1368129767
561	0.1367640398
562	0.1367042971
563	0.1366570271
564	0.1365094095
565	0.1364481726
566	0.1364134354
567	0.1363774857
568	0.1363388821
569	0.1362911529
570	0.1362474591
571	0.1362387575
572	0.1361683461
573	0.1361149192
574	0.1360798811
575	0.1360290634
576	0.1359659533
577	0.1358907227
578	0.135873498
579	0.135832853
580	0.135807911
581	0.1357019074
582	0.1356329074
583	0.1355456263
584	0.1355089375
585	0.1354523338
586	0.1353979063
587	0.1353440425
588	0.1353135547
589	0.1352744738
590	0.1352229467
591	0.1351865484
592	0.135158476
593	0.1351166769
594	0.1350763915
595	0.1350566893
596	0.1350266434
597	0.1349638877
598	0.134918438
599	0.1348570984
600	0.1348196807
601	0.1347679832
602	0.134717943
603	0.1346734181
604	0.1346190381
605	0.1345867847
606	0.1344928722
607	0.1344534331
608	0.1344158751
609	0.1343861194
610	0.1342322979
611	0.1341999363
612	0.1341643827
613	0.134126446
614	0.1340994702
615	0.134087784
616	0.1339680695
617	0.1339406664
618	0.1338280344
619	0.1337720418
620	0.1337284488
621	0.1336085097
622	0.133566337
623	0.1335102369
624	0.1335066877
625	0.1334693939
626	0.1334468654
627	0.1334061039
628	0.1333620916
629	0.1333314172
630	0.1333153292
631	0.1333003813
632	0.1332585165
633	0.1332221844
634	0.1331757963
635	0.1331240913
636	0.1330765883
637	0.1329973799
638	0.1329535246
639	0.1328727907
640	0.1328232907
641	0.1327987334
642	0.1327019306
643	0.1326308676
644	0.1325786355
645	0.1325661085
646	0.1325207458
647	0.132454404
648	0.1324083013
649	0.1323990652
650	0.1323426516
651	0.1323065867
652	0.132242636
653	0.1321783411
654	0.1321446623
655	0.1321400456
656	0.1320968128
657	0.1320554685
658	0.1319812227
659	0.1319299462
660	0.131891856
661	0.1318413782
662	0.1317753339
663	0.1317486578
664	0.1316878078
665	0.1316348527
666	0.1315565081
667	0.1314960366
668	0.1314366729
669	0.1313838638
670	0.1313321895
671	0.1312946235
672	0.1312494942
673	0.1311788412
674	0.1311130163
675	0.1310589295
676	0.1309489966
677	0.1308971464
678	0.1308638452
679	0.130785493
680	0.1307459007
681	0.1307200209
682	0.1306870952
683	0.1306535707
684	0.130608252
685	0.1305574464
686	0.1305342521
687	0.1305008058
688	0.130445608
689	0.1304268623
690	0.1303862513
691	0.1302422359
692	0.130192275
693	0.1301683389
694	0.1301240136
695	0.1300746014
696	0.1300495482
697	0.1300428866
698	0.1299948211
699	0.1299414679
700	0.1299180068
701	0.1298930361
702	0.129889462
703	0.129842984
704	0.1297758265
705	0.1297438829
706	0.1297353622
707	0.129704228
708	0.1296585957
709	0.1295970958
710	0.1295702884
711	0.1294886976
712	0.1294361833
713	0.1294167487
714	0.129375727
715	0.1293305596
716	0.1292308582
717	0.1291500413
718	0.1291241207
719	0.1290725851
720	0.1290503911
721	0.1290058707
722	0.1289476177
723	0.1288953594
724	0.1288746459
725	0.1288200471
726	0.1287916528
727	0.1287498806
728	0.1287104654
729	0.128697066
730	0.1286716603
731	0.1286055671
732	0.1285554288
733	0.1285194175
734	0.1284915945
735	0.1284692185
736	0.1284643546
737	0.1284475107
738	0.128352069
739	0.1283018467
740	0.128281819
741	0.1282153171
742	0.1281715626
743	0.1281437388
744	0.1281216959
745	0.1280706443
746	0.1280448121
747	0.1279946031
748	0.1279742795
749	0.1279480351
750	0.1279257831
751	0.1278599849
752	0.1278341368
753	0.1278230237
754	0.1277802486
755	0.1277585371
756	0.1276626307
757	0.1276349327
758	0.1276013601
759	0.1275954158
760	0.1275755549
761	0.127537174
762	0.1275160696
763	0.1274923193
764	0.1274470459
765	0.1274363616
766	0.1273841098
767	0.127314873
768	0.1272879246
769	0.1272515672
770	0.1272282002
771	0.1271912699
772	0.1271050032
773	0.1270426529
774	0.1270262354
775	0.127021083
776	0.1269147505
777	0.126900584
778	0.1268601546
779	0.1268444021
780	0.1268151329
781	0.1267966466
782	0.1267759006
783	0.1267439923
784	0.1267011814
785	0.1266635874
786	0.1266229287
787	0.126622925
788	0.1265945157
789	0.1265699614
790	0.1265634701
791	0.1265294112
792	0.1264976686
793	0.1264840732
794	0.1264449471
795	0.1263129947
796	0.1262817573
797	0.1262195963
798	0.1261415569
799	0.1260551548
800	0.1260464303
801	0.1259965192
802	0.1259610187
803	0.1259377123
804	0.125919811
805	0.1258199428
806	0.1257945069
807	0.1257872804
808	0.1257301351
809	0.1257281504
810	0.1256818663
811	0.1256378535
812	0.1255751251
813	0.125550307
814	0.125526978
815	0.1254824544
816	0.1254449664
817	0.1254177655
818	0.1253709152
819	0.1253217856
820	0.1252991351
821	0.1252699487
822	0.1252079652
823	0.1251644198
824	0.1251303852
825	0.1250893521
826	0.1250490857
827	0.1250299318
828	0.125001314
829	0.1249634346
830	0.1249370996
831	0.1249050469
832	0.1248711875
833	0.1248321331
834	0.1247624109
835	0.1247186402
836	0.1247046847
837	0.1246542785
838	0.1246276692
839	0.1246028645
840	0.1245659475
841	0.1245090603
842	0.1244819199
843	0.1244466352
844	0.1244287892
845	0.1244179773
846	0.124370552
847	0.1243472671
848	0.124328328
849	0.1242828162
850	0.1242715598
851	0.1242347122
852	0.1242192689
853	0.1242006785
854	0.124200624
855	0.1241886848
856	0.1241661752
857	0.1240828611
858	0.1240755856
859	0.1240254961
860	0.124002526
861	0.1239625134
862	0.1239027339
863	0.1238580065
864	0.1238247134
865	0.1237817161
866	0.1237247471
867	0.1237090198
868	0.1236592671
869	0.1236200058
870	0.1235961972
871	0.1235732291
872	0.1235304021
873	0.1234780216
874	0.1233915755
875	0.1233880842
876	0.1233472535
877	0.1233182009
878	0.1233140201
879	0.1232810517
880	0.1232625174
881	0.1232448793
882	0.1232191855
883	0.1231954018
884	0.1231172834
885	0.1230812191
886	0.1230417268
887	0.1229683551
888	0.1229119489
889	0.1228823861
890	0.1228558714
891	0.1228201412
892	0.1227970415
893	0.1227815121
894	0.1227569553
895	0.1227028333
896	0.122679224
897	0.1226641336
898	0.1226546303
899	0.1226489934
900	0.1226217033
901	0.1225729189
902	0.1225360665
903	0.1224945342
904	0.1224848532
905	0.1224619944
906	0.1224270151
907	0.1223634512
908	0.1223239272
909	0.1223133394
910	0.1222747982
911	0.1222380138
912	0.1221969078
913	0.1221737704
914	0.1221677475
915	0.1221259353
916	0.1220698034
917	0.1220323618
918	0.1219659199
919	0.1219279293
920	0.1219030606
921	0.1218710748
922	0.1218327557
923	0.1217972192
924	0.1217776589
925	0.1217250204
926	0.1216748979
927	0.1216366197
928	0.1215786242
929	0.1215332565
930	0.1215096853
931	0.1214740229
932	0.121426865
933	0.1214110643
934	0.1213428762
935	0.1213129894
936	0.1212919864
937	0.1212523835
938	0.1211979255
939	0.1211798203
940	0.1211503537
941	0.1211416797
942	0.1210167446
943	0.1209981884
944	0.1209637838
945	0.1209341291
946	0.1209139948
947	0.1209012425
948	0.1208584361
949	0.1208083405
950	0.1207649224
951	0.1207104024
952	0.1206986545
953	0.1206322684
954	0.1205878002
955	0.1205481807
956	0.1205087167
957	0.1204478169
958	0.1203903293
959	0.1203532315
960	0.1203126609
961	0.1202658861
962	0.1202349105
963	0.1202103554
964	0.120181073
965	0.1201766636
966	0.1201393653
967	0.1201175606
968	0.1200736849
969	0.1200469234
970	0.1199976172
971	0.1199792119
972	0.1199536931
973	0.1199395792
974	0.1198853519
975	0.1198755188
976	0.1198420254
977	0.1197681417
978	0.1197194208
979	0.1196788609
980	0.1195321668
981	0.1195108176
982	0.119503885
983	0.1194553847
984	0.1194277873
985	0.1194171267
986	0.1193881007
987	0.1193438173
988	0.1193171162
989	0.1192946657
990	0.1192672577
991	0.1192411258
992	0.1192001618
993	0.1191854291
994	0.1191594904
995	0.1191200296
996	0.1190983192
997	0.1190515537
998	0.1190464173
999	0.1190120752
